incident_date,tz,address,prefecture,incident,animal,title_detail,url
2024-05-25,午後,東京都八王子市打越町,東京都,声かけ,False,（東京）八王子市打越町で声かけ　５月２５日午後,http://this.kiji.is/1167572961600422582?c=134733695793120758
2024-05-27,未明,東京都福生市志茂,東京都,下半身露出,False,（東京）福生市志茂で下半身露出　５月２７日未明,http://this.kiji.is/1167571782675497138?c=134733695793120758
2024-06-10,午後,東京都中央区晴海１丁目,東京都,投石,False,（東京）中央区晴海１丁目で投石類似行為　６月１０日午後,http://this.kiji.is/1172850722335785280?c=134733695793120758
2024-06-10,午後,東京都杉並区阿佐谷北２丁目,東京都,つきまとい,False,（東京）杉並区阿佐谷北２丁目でつきまとい　６月１０日午後,http://this.kiji.is/1172844765419668241?c=134733695793120758
2024-06-09,夕方,東京都多摩市連光寺２丁目付近,東京都,つきまとい,False,（東京）多摩市連光寺２丁目付近でつきまとい　６月９日夕方,http://this.kiji.is/1172843627025908624?c=134733695793120758
2024-06-06,夕方,東京都練馬区桜台５丁目,東京都,痴漢,False,（東京）練馬区桜台５丁目で痴漢　６月６日夕方,http://this.kiji.is/1172842795557421515?c=134733695793120758
2024-05-15,,東京都文京区本郷２丁目付近,東京都,つきまとい,False,（東京）文京区本郷２丁目付近でつきまとい　５月１５日［解決］,http://this.kiji.is/1167472897977712851?c=134733695793120758
2024-06-05,午後,東京都練馬区南大泉１丁目,東京都,暴行,False,（東京）練馬区南大泉１丁目で暴行　６月５日午後,http://this.kiji.is/1172794978966388896?c=134733695793120758
2024-05-26,夕方,東京都新宿区市谷台町,東京都,つきまとい,False,（東京）新宿区市谷台町でつきまとい　５月２６日夕方,http://this.kiji.is/1167417067127948088?c=134733695793120758
2024-05-26,昼過ぎ,東京都府中市晴見町２丁目,東京都,下半身露出,False,（東京）府中市晴見町２丁目で下半身露出　５月２６日昼過ぎ,http://this.kiji.is/1167364126750950088?c=134733695793120758
2024-04-23,夕方,東京都稲城市大丸,東京都,下半身露出,False,（東京）稲城市大丸で下半身露出　４月２３日夕方,http://this.kiji.is/1155461001944547778?c=134733695793120758
2024-04-23,午後,東京都世田谷区若林２丁目,東京都,声かけ,False,（東京）世田谷区若林２丁目で声かけ　４月２３日午後,http://this.kiji.is/1155455143473971280?c=134733695793120758
2024-04-23,午後,東京都世田谷区弦巻４丁目,東京都,下半身露出,False,（東京）世田谷区弦巻４丁目で下半身露出　４月２３日午後,http://this.kiji.is/1155452619089904296?c=134733695793120758
2024-04-23,午後,東京都八王子市片倉町,東京都,声かけ,False,（東京）八王子市片倉町で声かけ　４月２３日午後,http://this.kiji.is/1155449564510421372?c=134733695793120758
2024-04-23,午後,東京都葛飾区立石２丁目,東京都,盗撮,False,（東京）葛飾区立石２丁目で盗撮　４月２３日午後,http://this.kiji.is/1155449016160027480?c=134733695793120758
2024-04-17,未明,東京都町田市金森東３丁目,東京都,下半身露出,False,（東京）町田市金森東３丁目で下半身露出　４月１７日未明,http://this.kiji.is/1155448078566719557?c=134733695793120758
2024-04-15,午後,東京都町田市野津田町,東京都,声かけ,False,（東京）町田市野津田町で声かけ　４月１５日午後,http://this.kiji.is/1155416441670549984?c=134733695793120758
2024-06-09,夕方,東京都大田区大森西６丁目付近,東京都,不審な行動,False,（東京）大田区大森西６丁目付近で不審な行動　６月９日夕方,http://this.kiji.is/1172727266515976408?c=134733695793120758
2024-06-09,深夜,東京都西東京市田無町７丁目,東京都,風呂場盗撮,False,（東京）西東京市田無町７丁目で風呂場盗撮　６月９日深夜,http://this.kiji.is/1172716222126195063?c=134733695793120758
2024-05-26,未明,東京都あきる野市伊奈,東京都,つきまとい,False,（東京）あきる野市伊奈でつきまとい　５月２６日未明,http://this.kiji.is/1167246854586204778?c=134733695793120758
2024-06-09,夜,東京都中野区中野４丁目,東京都,盗撮,False,（東京）中野区中野４丁目で盗撮　６月９日夜,http://this.kiji.is/1172678307108274396?c=134733695793120758
2024-06-09,夜,東京都中野区弥生町６丁目,東京都,声かけ,False,（東京）中野区弥生町６丁目で声かけ　６月９日夜,http://this.kiji.is/1172552490766926358?c=134733695793120758
2024-06-09,昼前,東京都八王子市上柚木２丁目,東京都,トイレ盗撮,False,（東京）八王子市上柚木２丁目でトイレ盗撮の疑い　６月９日昼前,http://this.kiji.is/1172550619110900113?c=134733695793120758
2024-06-09,夕方,東京都江戸川区清新町１丁目,東京都,つきまとい,False,（東京）江戸川区清新町１丁目でつきまとい　６月９日夕方,http://this.kiji.is/1172511598466335398?c=134733695793120758
2024-05-25,夜,東京都福生市武蔵野台１丁目,東京都,声かけ,False,（東京）福生市武蔵野台１丁目で声かけ　５月２５日夜,http://this.kiji.is/1167208966234817369?c=134733695793120758
2024-06-09,夕方,東京都豊島区目白４丁目,東京都,下半身露出,False,（東京）豊島区目白４丁目で下半身露出　６月９日夕方,http://this.kiji.is/1172476785589256830?c=134733695793120758
2024-04-22,午後,東京都葛飾区亀有２丁目,東京都,声かけ,False,（東京）葛飾区亀有２丁目で声かけ　４月２２日午後,http://this.kiji.is/1155323356598453161?c=134733695793120758
2024-06-09,午前,東京都板橋区泉町,東京都,下半身露出,False,（東京）板橋区泉町で下半身露出　６月９日午前,http://this.kiji.is/1172461661406086131?c=134733695793120758
2024-05-25,午後,東京都府中市小柳町３丁目,東京都,下半身露出,False,（東京）府中市小柳町３丁目で下半身露出　５月２５日午後,http://this.kiji.is/1167042029388235650?c=134733695793120758
2024-05-23,昼前,東京都町田市小山町,東京都,下半身露出,False,（東京）町田市小山町で下半身露出　５月２３日昼前,http://this.kiji.is/1167035946460103540?c=134733695793120758
2024-05-25,夕方,東京都港区西麻布２丁目,東京都,声かけ,False,（東京）港区西麻布２丁目で声かけ　５月２５日夕方,http://this.kiji.is/1167031092128629609?c=134733695793120758
2024-04-22,夜,東京都国立市青柳,東京都,つきまとい,False,（東京）国立市青柳でつきまとい　４月２２日夜,http://this.kiji.is/1155206199339106610?c=134733695793120758
2024-04-22,夜,東京都大田区西馬込２丁目,東京都,下半身露出,False,（東京）大田区西馬込２丁目で下半身露出　４月２２日夜,http://this.kiji.is/1155205060724359462?c=134733695793120758
2024-06-09,午前,東京都板橋区小茂根４丁目,東京都,下半身露出,False,（東京）板橋区小茂根４丁目で下半身露出　６月９日午前,http://this.kiji.is/1172383942900859259?c=134733695793120758
2024-04-22,夕方,東京都中野区野方２丁目,東京都,声かけ,False,（東京）中野区野方２丁目で声かけ　４月２２日夕方,http://this.kiji.is/1155115777933673395?c=134733695793120758
2024-06-08,夜,東京都板橋区大和町,東京都,痴漢,False,（東京）板橋区大和町で痴漢　６月８日夜,http://this.kiji.is/1172357536474694581?c=134733695793120758
2024-04-22,夕方,東京都日野市高幡,東京都,粗暴行為,False,（東京）日野市高幡で粗暴行為　４月２２日夕方,http://this.kiji.is/1155106034424021755?c=134733695793120758
2024-04-19,夕方,東京都八王子市別所１丁目,東京都,下半身露出,False,（東京）八王子市別所１丁目で下半身露出　４月１９日夕方,http://this.kiji.is/1155105154750218746?c=134733695793120758
2024-06-08,深夜,東京都江戸川区北小岩１丁目,東京都,つきまとい,False,（東京）江戸川区北小岩１丁目でつきまとい　６月８日深夜,http://this.kiji.is/1172330116578607794?c=134733695793120758
2024-06-08,昼過ぎ,東京都西東京市下保谷４丁目付近,東京都,つきまとい,False,（東京）西東京市下保谷４丁目付近でつきまとい　６月８日昼過ぎ,http://this.kiji.is/1172328829812081616?c=134733695793120758
2024-06-09,未明,東京都大田区北嶺町,東京都,下半身露出,False,（東京）大田区北嶺町で下半身露出　６月９日未明,http://this.kiji.is/1172327453693002281?c=134733695793120758
2024-06-08,深夜,東京都台東区台東１丁目,東京都,下半身露出,False,（東京）台東区台東１丁目で下半身露出　６月８日深夜,http://this.kiji.is/1172193351659618947?c=134733695793120758
2024-06-08,夜,東京都福生市熊川,東京都,下半身露出,False,（東京）福生市熊川で下半身露出　６月８日夜,http://this.kiji.is/1172178131794002292?c=134733695793120758
2024-06-05,夕方,東京都墨田区本所２丁目,東京都,声かけ,False,（東京）墨田区本所２丁目で声かけ　６月５日夕方［解決］,http://this.kiji.is/1172158638065533571?c=134733695793120758
2024-06-08,昼過ぎ,東京都品川区南大井６丁目,東京都,声かけ,False,（東京）品川区南大井６丁目で声かけ　６月８日昼過ぎ,http://this.kiji.is/1172152013375291877?c=134733695793120758
2024-05-25,未明,東京都文京区白山１丁目,東京都,声かけ,False,（東京）文京区白山１丁目で声かけ　５月２５日未明,http://this.kiji.is/1166922022965723778?c=134733695793120758
2024-05-25,未明,東京都国立市富士見台３丁目,東京都,痴漢,False,（東京）国立市富士見台３丁目で痴漢　５月２５日未明,http://this.kiji.is/1166906795997659647?c=134733695793120758
2024-04-22,朝,東京都千代田区富士見２丁目,東京都,つきまとい,False,（東京）千代田区富士見２丁目でつきまとい　４月２２日朝,http://this.kiji.is/1154961264603136637?c=134733695793120758
2024-06-08,昼,東京都足立区南花畑１丁目付近,東京都,卑わいな声かけ,False,（東京）足立区南花畑１丁目付近で卑わいな声かけ類似行為　６月８日昼,http://this.kiji.is/1172060118620504168?c=134733695793120758
2024-04-21,昼前,東京都八王子市寺町,東京都,下半身露出,False,（東京）八王子市寺町で下半身露出　４月２１日昼前,http://this.kiji.is/1154769667161031100?c=134733695793120758
2024-04-21,夕方,東京都葛飾区東金町３丁目,東京都,暴言,False,（東京）葛飾区東金町３丁目で暴言　４月２１日夕方,http://this.kiji.is/1154769199274656725?c=134733695793120758
2024-04-21,午後,東京都板橋区向原３丁目,東京都,つきまとい,False,（東京）板橋区向原３丁目でつきまとい　４月２１日午後,http://this.kiji.is/1154768087343022921?c=134733695793120758
2024-04-20,夜,東京都大田区東雪谷４丁目,東京都,痴漢,False,（東京）大田区東雪谷４丁目で痴漢　４月２０日夜,http://this.kiji.is/1154766947475161738?c=134733695793120758
2024-05-24,午後,東京都八王子市長沼町,東京都,凝視,False,（東京）八王子市長沼町で凝視　５月２４日午後,http://this.kiji.is/1166729163790778461?c=134733695793120758
2024-06-08,朝,東京都大田区羽田空港１丁目,東京都,下半身露出,False,（東京）大田区羽田空港１丁目で下半身露出　６月８日朝,http://this.kiji.is/1172036545529201626?c=134733695793120758
2024-05-24,夕方,東京都板橋区徳丸６丁目,東京都,声かけ,False,（東京）板橋区徳丸６丁目で声かけ　５月２４日夕方,http://this.kiji.is/1166722254522810976?c=134733695793120758
2024-05-24,夕方,東京都練馬区北町２丁目,東京都,声かけ,False,（東京）練馬区北町２丁目で声かけ　５月２４日夕方,http://this.kiji.is/1166717949562585901?c=134733695793120758
2024-04-20,午後,東京都世田谷区成城５丁目,東京都,危険物所持,False,（東京）世田谷区成城５丁目で危険物所持の疑い　４月２０日午後,http://this.kiji.is/1154545235041092055?c=134733695793120758
2024-05-24,午後,東京都日野市高幡,東京都,声かけ,False,（東京）日野市高幡で声かけ　５月２４日午後,http://this.kiji.is/1166684156051686158?c=134733695793120758
2024-05-22,夕方,東京都江東区塩浜２丁目,東京都,つきまとい,False,（東京）江東区塩浜２丁目でつきまとい　５月２２日夕方,http://this.kiji.is/1166681396116439488?c=134733695793120758
2024-05-22,夜,東京都多摩市豊ケ丘２丁目,東京都,声かけ,False,（東京）多摩市豊ケ丘２丁目で声かけ　５月２２日夜,http://this.kiji.is/1166680249438913014?c=134733695793120758
2024-04-20,夜,東京都江戸川区南篠崎町４丁目,東京都,下半身露出,False,（東京）江戸川区南篠崎町４丁目で下半身露出　４月２０日夜,http://this.kiji.is/1154520384322257210?c=134733695793120758
2024-04-20,夕方,東京都東大和市新堀３丁目,東京都,声かけ,False,（東京）東大和市新堀３丁目で声かけ　４月２０日夕方,http://this.kiji.is/1154380434242011565?c=134733695793120758
2024-06-08,朝,東京都新宿区下落合４丁目,東京都,痴漢,False,（東京）新宿区下落合４丁目で痴漢　６月８日朝,http://this.kiji.is/1172002707782123626?c=134733695793120758
2024-05-24,午後,東京都中央区日本橋浜町,東京都,不審な接触,False,（東京）中央区日本橋浜町で不審な接触　５月２４日午後,http://this.kiji.is/1166659494239978100?c=134733695793120758
2024-04-20,午後,東京都練馬区西大泉５丁目,東京都,声かけ,False,（東京）練馬区西大泉５丁目で声かけ　４月２０日午後,http://this.kiji.is/1154347289931284711?c=134733695793120758
2024-04-20,朝,東京都足立区千住河原町,東京都,盗撮,False,（東京）足立区千住河原町で盗撮　４月２０日朝,http://this.kiji.is/1154282011958886686?c=134733695793120758
2024-06-07,夕方,東京都荒川区荒川８丁目,東京都,声かけ,False,（東京）荒川区荒川８丁目で声かけ　６月７日夕方,http://this.kiji.is/1171973847375954277?c=134733695793120758
2024-06-07,深夜,東京都世田谷区上北沢４丁目,東京都,つきまとい,False,（東京）世田谷区上北沢４丁目でつきまとい　６月７日深夜,http://this.kiji.is/1171971901519102899?c=134733695793120758
2024-06-07,夜,東京都府中市四谷１丁目,東京都,痴漢,False,（東京）府中市四谷１丁目で痴漢　６月７日夜,http://this.kiji.is/1171969428940964110?c=134733695793120758
2024-06-07,夕方,東京都千代田区丸の内１丁目,東京都,痴漢,False,（東京）千代田区丸の内１丁目で痴漢　６月７日夕方,http://this.kiji.is/1171966781135045359?c=134733695793120758
2024-06-06,夕方,東京都品川区東品川２丁目付近,東京都,盗撮,False,（東京）品川区東品川２丁目付近で盗撮　６月６日夕方,http://this.kiji.is/1171824536437998554?c=134733695793120758
2024-06-06,夕方,東京都世田谷区池尻３丁目,東京都,声かけ,False,（東京）世田谷区池尻３丁目で声かけ　６月６日夕方,http://this.kiji.is/1171820290628518276?c=134733695793120758
2024-05-24,午前,東京都多摩市唐木田１丁目,東京都,下半身露出,False,（東京）多摩市唐木田１丁目で下半身露出　５月２４日午前,http://this.kiji.is/1166602955551441438?c=134733695793120758
2024-06-07,午後,東京都世田谷区太子堂３丁目付近,東京都,声かけ,False,（東京）世田谷区太子堂３丁目付近で声かけ　６月７日午後,http://this.kiji.is/1171806401138098579?c=134733695793120758
2024-06-07,夕方,東京都大田区北嶺町,東京都,下半身露出,False,（東京）大田区北嶺町で下半身露出　６月７日夕方,http://this.kiji.is/1171804844805047077?c=134733695793120758
2024-05-24,朝,東京都荒川区西尾久２丁目,東京都,暴行,False,（東京）荒川区西尾久２丁目で暴行　５月２４日朝［解決］,http://this.kiji.is/1166588449578894192?c=134733695793120758
2024-04-18,昼過ぎ,東京都葛飾区青戸１丁目,東京都,声かけ,False,（東京）葛飾区青戸１丁目で声かけ　４月１８日昼過ぎ,http://this.kiji.is/1154209167227699354?c=134733695793120758
2024-04-19,深夜,東京都文京区後楽２丁目,東京都,つきまとい,False,（東京）文京区後楽２丁目でつきまとい　４月１９日深夜,http://this.kiji.is/1154208087101685944?c=134733695793120758
2024-04-19,夜,東京都江戸川区松江４丁目,東京都,下半身露出,False,（東京）江戸川区松江４丁目で下半身露出　４月１９日夜,http://this.kiji.is/1154205797342396467?c=134733695793120758
2024-04-19,夕方,東京都八王子市めじろ台４丁目,東京都,声かけ,False,（東京）八王子市めじろ台４丁目で声かけ　４月１９日夕方,http://this.kiji.is/1154053237913878898?c=134733695793120758
2024-06-07,午後,東京都八王子市散田町５丁目,東京都,つきまとい,False,（東京）八王子市散田町５丁目でつきまとい　６月７日午後,http://this.kiji.is/1171749648368828898?c=134733695793120758
2024-06-07,午後,東京都文京区本駒込６丁目,東京都,声かけ,False,（東京）文京区本駒込６丁目で声かけ　６月７日午後,http://this.kiji.is/1171746139977007328?c=134733695793120758
2024-06-06,午後,東京都江東区南砂６丁目,東京都,痴漢,False,（東京）江東区南砂６丁目で痴漢　６月６日午後,http://this.kiji.is/1171721703981990630?c=134733695793120758
2024-05-23,夕方,東京都武蔵野市八幡町４丁目,東京都,つきまとい,False,（東京）武蔵野市八幡町４丁目でつきまとい　５月２３日夕方,http://this.kiji.is/1166468248922292340?c=134733695793120758
2024-04-19,午後,東京都板橋区大山金井町,東京都,金銭要求,False,（東京）板橋区大山金井町で金銭要求　４月１９日午後,http://this.kiji.is/1154008652409439094?c=134733695793120758
2024-05-23,夕方,東京都江戸川区中葛西６丁目,東京都,下半身露出,False,（東京）江戸川区中葛西６丁目で下半身露出　５月２３日夕方,http://this.kiji.is/1166375776834699593?c=134733695793120758
2024-06-07,昼,東京都台東区浅草２丁目,東京都,痴漢,False,（東京）台東区浅草２丁目で痴漢　６月７日昼,http://this.kiji.is/1171683439495512139?c=134733695793120758
2024-06-06,夕方,東京都東村山市富士見町１丁目,東京都,下半身露出,False,（東京）東村山市富士見町１丁目で下半身露出　６月６日夕方,http://this.kiji.is/1171669611519312839?c=134733695793120758
2024-05-22,午後,東京都北区東十条４丁目,東京都,暴行,False,（東京）北区東十条４丁目で暴行　５月２２日午後,http://this.kiji.is/1166367312993714687?c=134733695793120758
2024-05-23,午後,東京都港区麻布十番３丁目,東京都,声かけ,False,（東京）港区麻布十番３丁目で声かけ　５月２３日午後,http://this.kiji.is/1166356919289168284?c=134733695793120758
2024-05-23,夕方,東京都墨田区立花６丁目,東京都,痴漢,False,（東京）墨田区立花６丁目で痴漢　５月２３日夕方［解決］,http://this.kiji.is/1166353487376696224?c=134733695793120758
2024-05-23,午後,東京都江戸川区西葛西７丁目付近,東京都,声かけ,False,（東京）江戸川区西葛西７丁目付近で声かけ　５月２３日午後,http://this.kiji.is/1166296312440242282?c=134733695793120758
2024-04-07,,東京都町田市相原町,東京都,自動車盗,False,（東京）町田市相原町で自動車盗　４月７日から１３日,http://this.kiji.is/1153893029540544939?c=134733695793120758
2024-05-23,午後,東京都港区麻布十番３丁目付近,東京都,声かけ,False,（東京）港区麻布十番３丁目付近で声かけ　５月２３日午後,http://this.kiji.is/1166277085505994814?c=134733695793120758
2024-04-19,朝,東京都福生市北田園２丁目付近,東京都,下半身露出,False,（東京）福生市北田園２丁目付近で下半身露出　４月１９日朝,http://this.kiji.is/1153878859493965864?c=134733695793120758
2024-04-18,深夜,東京都葛飾区宝町２丁目,東京都,つきまとい,False,（東京）葛飾区宝町２丁目でつきまとい　４月１８日深夜,http://this.kiji.is/1153870160927277514?c=134733695793120758
2024-06-06,深夜,東京都北区滝野川４丁目,東京都,全裸,False,（東京）北区滝野川４丁目で全裸類似行為　６月６日深夜,http://this.kiji.is/1171592837940937380?c=134733695793120758
2024-06-06,朝,東京都武蔵野市吉祥寺北町５丁目,東京都,暴行,False,（東京）武蔵野市吉祥寺北町５丁目で暴行　６月６日朝,http://this.kiji.is/1171590210338308553?c=134733695793120758
2024-05-23,朝,東京都日野市平山６丁目,東京都,声かけ,False,（東京）日野市平山６丁目で声かけ　５月２３日朝,http://this.kiji.is/1166231971386868069?c=134733695793120758
2024-05-31,夜,東京都八王子市大塚,東京都,痴漢,False,（東京）八王子市大塚で痴漢　５月３１日夜,http://this.kiji.is/1171450149566153577?c=134733695793120758
2024-05-17,,東京都中野区鷺宮４丁目,東京都,車上狙い,False,（東京）中野区鷺宮４丁目で車上狙い　５月１７日,http://this.kiji.is/1166204833996931761?c=134733695793120758
2024-06-05,夕方,東京都新宿区市谷加賀町１丁目,東京都,下半身露出,False,（東京）新宿区市谷加賀町１丁目で下半身露出　６月５日夕方,http://this.kiji.is/1171444601665454678?c=134733695793120758
2024-06-06,夕方,東京都足立区弘道１丁目,東京都,痴漢,False,（東京）足立区弘道１丁目で痴漢　６月６日夕方,http://this.kiji.is/1171442102112944765?c=134733695793120758
2024-06-06,未明,東京都国分寺市東元町１丁目,東京都,声かけ,False,（東京）国分寺市東元町１丁目で声かけ　６月６日未明,http://this.kiji.is/1171441144406376485?c=134733695793120758
2024-05-22,夕方,東京都多摩市諏訪付近,東京都,菓子譲渡,False,（東京）多摩市諏訪付近で菓子譲渡　５月２２日夕方,http://this.kiji.is/1166197339993620651?c=134733695793120758
2024-05-22,夕方,東京都江戸川区中葛西１丁目付近,東京都,暴行,False,（東京）江戸川区中葛西１丁目付近で暴行　５月２２日夕方,http://this.kiji.is/1166186410951639994?c=134733695793120758
2024-06-05,夕方,東京都中央区築地６丁目,東京都,声かけ,False,（東京）中央区築地６丁目で声かけ　６月５日夕方,http://this.kiji.is/1171406651979759942?c=134733695793120758
2024-06-06,夕方,東京都杉並区井草２丁目,東京都,下半身露出,False,（東京）杉並区井草２丁目で下半身露出　６月６日夕方,http://this.kiji.is/1171404395071701505?c=134733695793120758
2024-05-14,夕方,東京都足立区大谷田３丁目,東京都,痴漢,False,（東京）足立区大谷田３丁目で痴漢　５月１４日夕方,http://this.kiji.is/1166179289692635549?c=134733695793120758
2024-06-06,昼過ぎ,東京都目黒区駒場１丁目,東京都,声かけ,False,（東京）目黒区駒場１丁目で声かけ　６月６日昼過ぎ,http://this.kiji.is/1171362468272652562?c=134733695793120758
2024-06-06,午後,東京都足立区竹の塚１丁目,東京都,つきまとい,False,（東京）足立区竹の塚１丁目でつきまとい　６月６日午後,http://this.kiji.is/1171357956381148149?c=134733695793120758
2024-06-04,夕方,東京都八王子市下柚木２丁目,東京都,声かけ,False,（東京）八王子市下柚木２丁目で声かけ　６月４日夕方,http://this.kiji.is/1171319600072868074?c=134733695793120758
2024-05-22,夜,東京都中野区若宮３丁目,東京都,痴漢,False,（東京）中野区若宮３丁目で痴漢　５月２２日夜,http://this.kiji.is/1166117858793849496?c=134733695793120758
2024-05-22,夜,東京都中野区沼袋１丁目,東京都,声かけ,False,（東京）中野区沼袋１丁目で声かけ　５月２２日夜,http://this.kiji.is/1166116201059205501?c=134733695793120758
2024-05-22,深夜,東京都武蔵野市境南町１丁目,東京都,下半身露出,False,（東京）武蔵野市境南町１丁目で下半身露出　５月２２日深夜,http://this.kiji.is/1166113701232394531?c=134733695793120758
2024-05-22,深夜,東京都国立市東３丁目,東京都,つきまとい,False,（東京）国立市東３丁目でつきまとい　５月２２日深夜,http://this.kiji.is/1166112599276520434?c=134733695793120758
2024-05-22,夕方,東京都町田市小山町,東京都,声かけ,False,（東京）町田市小山町で声かけ　５月２２日夕方,http://this.kiji.is/1166018067617039035?c=134733695793120758
2024-04-17,,東京都足立区綾瀬４丁目,東京都,痴漢,False,（東京）足立区綾瀬４丁目で痴漢　４月１７日［解決］,http://this.kiji.is/1153589460414005824?c=134733695793120758
2024-04-17,昼過ぎ,東京都昭島市宮沢町１丁目,東京都,体液かけ,False,（東京）昭島市宮沢町１丁目で体液かけ　４月１７日昼過ぎ,http://this.kiji.is/1153535936689504417?c=134733695793120758
2024-05-22,夕方,東京都足立区千住中居町,東京都,痴漢,False,（東京）足立区千住中居町で痴漢　５月２２日夕方,http://this.kiji.is/1165992084173734485?c=134733695793120758
2024-05-22,朝,東京都中野区中央４丁目,東京都,盗撮,False,（東京）中野区中央４丁目で盗撮　５月２２日朝,http://this.kiji.is/1165979518565253785?c=134733695793120758
2024-05-07,,東京都足立区足立４丁目,東京都,ひったくり,False,（東京）足立区足立４丁目でひったくり　５月７日［解決］,http://this.kiji.is/1171263314917278418?c=134733695793120758
2024-06-05,午後,東京都東久留米市前沢３丁目,東京都,つきまとい,False,（東京）東久留米市前沢３丁目でつきまとい　６月５日午後,http://this.kiji.is/1171259920909844601?c=134733695793120758
2024-04-17,深夜,東京都足立区花畑４丁目,東京都,下半身露出,False,（東京）足立区花畑４丁目で下半身露出　４月１７日深夜,http://this.kiji.is/1153493481465544915?c=134733695793120758
2024-04-17,深夜,東京都大田区大森西６丁目,東京都,下半身露出,False,（東京）大田区大森西６丁目で下半身露出　４月１７日深夜,http://this.kiji.is/1153492765929488945?c=134733695793120758
2024-05-12,,東京都多摩市永山,東京都,バイク盗,False,（東京）多摩市永山でバイク盗　５月１２日から１８日,http://this.kiji.is/1165903903940543253?c=134733695793120758
2024-05-12,,東京都多摩市南野,東京都,バイク盗,False,（東京）多摩市南野でバイク盗複数　５月１２日から１８日,http://this.kiji.is/1165903212420858336?c=134733695793120758
2024-05-12,,東京都多摩市落合,東京都,自動車盗,False,（東京）多摩市落合で自動車盗　５月１２日から１８日,http://this.kiji.is/1165902430573724653?c=134733695793120758
2024-04-15,昼過ぎ,東京都八王子市南大沢５丁目,東京都,声かけ,False,（東京）八王子市南大沢５丁目で声かけ　４月１５日昼過ぎ,http://this.kiji.is/1153462826734879655?c=134733695793120758
2024-06-05,夕方,東京都八王子市長沼町,東京都,声かけ,False,（東京）八王子市長沼町で声かけ　６月５日夕方,http://this.kiji.is/1171228318239752856?c=134733695793120758
2024-06-06,早朝,東京都港区六本木２丁目,東京都,つきまとい,False,（東京）港区六本木２丁目でつきまとい　６月６日早朝,http://this.kiji.is/1171227347296125541?c=134733695793120758
2024-04-17,夕方,東京都渋谷区笹塚２丁目,東京都,下半身露出,False,（東京）渋谷区笹塚２丁目で下半身露出　４月１７日夕方,http://this.kiji.is/1153320004885807751?c=134733695793120758
2024-06-05,夕方,東京都練馬区高松３丁目,東京都,下半身露出,False,（東京）練馬区高松３丁目で下半身露出　６月５日夕方,http://this.kiji.is/1171084512158810673?c=134733695793120758
2024-06-05,夕方,東京都新宿区中落合４丁目,東京都,つきまとい,False,（東京）新宿区中落合４丁目でつきまとい　６月５日夕方,http://this.kiji.is/1171082188906201374?c=134733695793120758
2024-04-17,朝,東京都板橋区仲町,東京都,声かけ,False,（東京）板橋区仲町で声かけ　４月１７日朝,http://this.kiji.is/1153310564362044114?c=134733695793120758
2024-06-05,午後,東京都葛飾区立石８丁目,東京都,下半身露出,False,（東京）葛飾区立石８丁目で下半身露出　６月５日午後,http://this.kiji.is/1171080962598011057?c=134733695793120758
2024-05-21,夕方,東京都杉並区梅里２丁目,東京都,声かけ,False,（東京）杉並区梅里２丁目で声かけ　５月２１日夕方,http://this.kiji.is/1165837056892716027?c=134733695793120758
2024-05-21,夕方,東京都杉並区高円寺北３丁目,東京都,声かけ,False,（東京）杉並区高円寺北３丁目で声かけ　５月２１日夕方,http://this.kiji.is/1165832666027475004?c=134733695793120758
2024-04-17,朝,東京都八王子市石川町,東京都,声かけ,False,（東京）八王子市石川町で声かけ　４月１７日朝［解決］,http://this.kiji.is/1153298311788478986?c=134733695793120758
2024-06-05,午後,東京都八王子市下柚木,東京都,つきまとい,False,（東京）八王子市下柚木でつきまとい　６月５日午後,http://this.kiji.is/1171058177573830818?c=134733695793120758
2024-04-17,昼,東京都武蔵野市境５丁目,東京都,つきまとい,False,（東京）武蔵野市境５丁目でつきまとい　４月１７日昼,http://this.kiji.is/1153272156119974539?c=134733695793120758
2024-04-17,午後,東京都八王子市万町,東京都,下半身露出,False,（東京）八王子市万町で下半身露出　４月１７日午後,http://this.kiji.is/1153247208382398510?c=134733695793120758
2024-04-16,午後,東京都江戸川区南篠崎町１丁目付近,東京都,声かけ,False,（東京）江戸川区南篠崎町１丁目付近で声かけ　４月１６日午後,http://this.kiji.is/1153243685075272319?c=134733695793120758
2024-04-16,午後,東京都江戸川区南篠崎町１丁目付近,東京都,盗撮,False,（東京）江戸川区南篠崎町１丁目付近で盗撮　４月１６日午後,http://this.kiji.is/1153241732535108582?c=134733695793120758
2024-06-05,午後,東京都小平市大沼町１丁目,東京都,下半身露出,False,（東京）小平市大沼町１丁目で下半身露出　６月５日午後,http://this.kiji.is/1171032324939547604?c=134733695793120758
2024-06-04,夕方,東京都北区赤羽南１丁目,東京都,声かけ,False,（東京）北区赤羽南１丁目で声かけ　６月４日夕方,http://this.kiji.is/1170993241218072927?c=134733695793120758
2024-05-22,未明,東京都千代田区外神田２丁目,東京都,全裸,False,（東京）千代田区外神田２丁目で全裸　５月２２日未明,http://this.kiji.is/1165790815241225164?c=134733695793120758
2024-06-03,午後,東京都中野区若宮２丁目,東京都,暴行,False,（東京）中野区若宮２丁目で暴行　６月３日午後［解決］,http://this.kiji.is/1170978755931161402?c=134733695793120758
